year,monty,day,special day,gj_high temp,bs_high temp,s_high temp,MWh*1000,,,year,monty,day,gj_high temp,bs_high temp,s_high temp
2018,4,6,0,16.2,15.7,12.4,1457.59683,,,2017,4,6,16.2,15.7,12.4
2018,4,7,1,23.9,21.3,23.5,1336.98021,,,2017,4,7,23.9,21.3,23.5
2018,4,8,1,25.8,20.2,19.9,1227.52336,,,2017,4,8,25.8,20.2,19.9
2018,4,9,0,24.9,17.7,20,1400.41447,,,2017,4,9,24.9,17.7,20
2018,4,10,0,23.7,16.7,23.3,1428.28832,,,2017,4,10,23.7,16.7,23.3
2018,4,11,0,18.6,18.2,20.2,1403.14365,,,2017,4,11,18.6,18.2,20.2
2018,4,12,0,18.7,17.7,16.4,1410.74457,,,2017,4,12,18.7,17.7,16.4
2018,4,13,0,21.1,19.5,19.6,1411.5925,,,2017,4,13,21.1,19.5,19.6
2018,4,14,1,21.2,19.3,17.7,1322.29084,,,2017,4,14,21.2,19.3,17.7
2018,4,15,1,27,21.6,24.3,1187.45663,,,2017,4,15,27,21.6,24.3
2018,4,16,0,30.4,21,24.4,1363.98099,,,2017,4,16,30.4,21,24.4
2018,4,17,0,19,17.8,18,1409.16324,,,2017,4,17,19,17.8,18
2018,4,18,0,22.2,19.1,17.4,1402.86323,,,2017,4,18,22.2,19.1,17.4
2018,4,19,0,19.8,18.5,18.4,1407.34219,,,2017,4,19,19.8,18.5,18.4
2018,4,20,0,18.1,18.2,18.2,1395.72867,,,2017,4,20,18.1,18.2,18.2
2018,4,21,1,20.9,20.9,19.3,1261.73268,,,2017,4,21,20.9,20.9,19.3
2018,4,22,1,21,17.5,22.5,1194.55848,,,2017,4,22,21,17.5,22.5
2018,4,23,0,24,17.9,21.7,1410.37749,,,2017,4,23,24,17.9,21.7
2018,4,24,0,24.3,20,21.3,1437.26725,,,2017,4,24,24.3,20,21.3
2018,4,25,0,23.3,19.7,20.4,1392.09912,,,2017,4,25,23.3,19.7,20.4
2018,4,26,0,21.4,17.8,20.2,1390.79118,,,2017,4,26,21.4,17.8,20.2
2018,4,27,0,19.3,20.1,19.8,1375.73489,,,2017,4,27,19.3,20.1,19.8
2018,4,28,1,24.5,19.3,21.5,1246.70356,,,2017,4,28,24.5,19.3,21.5
2018,4,29,1,27.5,22.7,23.7,1166.89128,,,2017,4,29,27.5,22.7,23.7
2018,4,30,0,27.5,23.2,27.8,1333.28895,,,2017,4,30,27.5,23.2,27.8
2018,5,1,0,28.6,22.9,28.3,1301.28354,,,2017,5,1,28.6,22.9,28.3
2018,5,2,0,28,19.9,28,1408.35035,,,2017,5,2,28,19.9,28
2018,5,3,0,28.4,23.3,30.2,1402.75527,,,2017,5,3,28.4,23.3,30.2
2018,5,4,0,27.4,22.5,27.5,1373.94264,,,2017,5,4,27.4,22.5,27.5
2018,5,5,1,22.9,23.6,27,1226.58121,,,2017,5,5,22.9,23.6,27
2018,5,6,1,23.9,25,19.3,1182.39843,,,2017,5,6,23.9,25,19.3
2018,5,7,1,25.2,26.6,22.8,1281.80038,,,2017,5,7,25.2,26.6,22.8
2018,5,8,0,23.1,25.8,23.5,1376.15325,,,2017,5,8,23.1,25.8,23.5
2018,5,9,0,17.3,20.3,22.6,1396.02582,,,2017,5,9,17.3,20.3,22.6
2018,5,10,0,19.6,22.2,20.8,1401.20399,,,2017,5,10,19.6,22.2,20.8
2018,5,11,0,29.3,23.9,24.8,1385.74476,,,2017,5,11,29.3,23.9,24.8
2018,5,12,1,22.4,18.4,21.1,1292.20001,,,2017,5,12,22.4,18.4,21.1
2018,5,13,1,26.9,20.9,22.6,1180.17738,,,2017,5,13,26.9,20.9,22.6
2018,5,14,0,23.2,23.2,20.7,1357.12879,,,2017,5,14,23.2,23.2,20.7
2018,5,15,0,23.3,21,20.1,1426.22898,,,2017,5,15,23.3,21,20.1
2018,5,16,0,24.9,21.4,22.3,1470.1802,,,2017,5,16,24.9,21.4,22.3
2018,5,17,0,26,21.6,25.9,1479.35032,,,2017,5,17,26,21.6,25.9
2018,5,18,0,28.2,25.9,26.9,1439.66109,,,2017,5,18,28.2,25.9,26.9
2018,5,19,1,31.1,27.9,27.9,1260.67376,,,2017,5,19,31.1,27.9,27.9
2018,5,20,1,28.5,26.3,27.3,1163.90118,,,2017,5,20,28.5,26.3,27.3
2018,5,21,0,28.5,25.8,27.6,1313.28724,,,2017,5,21,28.5,25.8,27.6
2018,5,22,1,30.1,25.8,28,1300.09507,,,2017,5,22,30.1,25.8,28
2018,5,23,0,26.9,24.1,24.4,1361.09855,,,2017,5,23,26.9,24.1,24.4
2018,5,24,0,27.5,23.1,27.8,1390.38775,,,2017,5,24,27.5,23.1,27.8
2018,5,25,0,29,28.2,24.4,1385.5842,,,2017,5,25,29,28.2,24.4
2018,5,26,1,21.8,21.1,23.2,1279.05835,,,2017,5,26,21.8,21.1,23.2
2018,5,27,1,27.7,22.7,26.4,1198.37018,,,2017,5,27,27.7,22.7,26.4
2018,5,28,0,30.3,24.1,27.9,1393.26609,,,2017,5,28,30.3,24.1,27.9
2018,5,29,0,33,26.1,29.3,1443.70664,,,2017,5,29,33,26.1,29.3
2018,5,30,0,30,25.9,30.3,1441.53416,,,2017,5,30,30,25.9,30.3
2018,5,31,0,25.5,25.4,29.6,1414.01318,,,2017,5,31,25.5,25.4,29.6
2018,6,1,0,28.1,24.8,27,1423.22183,,,2017,6,1,28.1,24.8,27
2018,6,2,1,27.3,22.5,25.6,1290.61365,,,2017,6,2,27.3,22.5,25.6
2018,6,3,1,25.6,25.4,26.5,1211.44477,,,2017,6,3,25.6,25.4,26.5
2018,6,4,0,28.9,25.2,28.1,1406.03422,,,2017,6,4,28.9,25.2,28.1
2018,6,5,0,30.8,23.5,30.3,1446.02974,,,2017,6,5,30.8,23.5,30.3
2018,6,6,1,23.2,21.7,23.9,1371.76608,,,2017,6,6,23.2,21.7,23.9
2018,6,7,0,19.8,22.9,19.2,1454.03121,,,2017,6,7,19.8,22.9,19.2
2018,6,8,0,27.7,27.1,25.9,1444.6021,,,2017,6,8,27.7,27.1,25.9
2018,6,9,1,30.3,27.3,25.7,1306.42409,,,2017,6,9,30.3,27.3,25.7
2018,6,10,1,27.6,24.2,27.5,1199.34332,,,2017,6,10,27.6,24.2,27.5
2018,6,11,0,30.9,24.3,29.6,1375.99335,,,2017,6,11,30.9,24.3,29.6
2018,6,12,0,27.1,22.4,28,1421.52366,,,2017,6,12,27.1,22.4,28
2018,6,13,1,28,21.2,25.9,1363.39871,,,2017,6,13,28,21.2,25.9
2018,6,14,0,28.6,24.1,26.8,1412.34589,,,2017,6,14,28.6,24.1,26.8
2018,6,15,0,30.7,30.4,29.6,1412.21548,,,2017,6,15,30.7,30.4,29.6
2018,6,16,1,33.9,24.5,32.7,1281.37046,,,2017,6,16,33.9,24.5,32.7
2018,6,17,1,33.2,23.3,29.9,1220.08943,,,2017,6,17,33.2,23.3,29.9
2018,6,18,0,34.1,24.7,31.8,1433.68744,,,2017,6,18,34.1,24.7,31.8
2018,6,19,0,34.1,26,30.2,1470.44805,,,2017,6,19,34.1,26,30.2
2018,6,20,0,26.9,24.9,32.7,1466.98427,,,2017,6,20,26.9,24.9,32.7
2018,6,21,0,29.7,26.5,31.6,1470.73326,,,2017,6,21,29.7,26.5,31.6
2018,6,22,0,32.8,27.4,30.4,1473.02383,,,2017,6,22,32.8,27.4,30.4
2018,6,23,1,33.8,28.3,34.1,1335.7917,,,2017,6,23,33.8,28.3,34.1
2018,6,24,1,32,26.5,27.8,1264.88134,,,2017,6,24,32,26.5,27.8
2018,6,25,0,30,25.3,28.4,1486.5718,,,2017,6,25,30,25.3,28.4
2018,6,26,0,28.7,25.1,29.9,1522.38049,,,2017,6,26,28.7,25.1,29.9
2018,6,27,0,29.1,25.8,30,1512.84315,,,2017,6,27,29.1,25.8,30
2018,6,28,0,31.6,27.8,30,1514.01893,,,2017,6,28,31.6,27.8,30
2018,6,29,0,28.4,23.9,31.5,1511.27598,,,2017,6,29,28.4,23.9,31.5
2018,6,30,1,29.2,27.6,30.9,1379.38941,,,2017,6,30,29.2,27.6,30.9
2018,7,1,1,30,28.4,30.7,1276.20095,,,2017,7,1,30,28.4,30.7
2018,7,2,0,29.9,26.6,26.8,1481.09862,,,2017,7,2,29.9,26.6,26.8
2018,7,3,0,29.9,27.4,27.4,1552.36008,,,2017,7,3,29.9,27.4,27.4
2018,7,4,0,31,27.9,31.6,1571.63417,,,2017,7,4,31,27.9,31.6
2018,7,5,0,33.8,26.4,32.6,1558.23747,,,2017,7,5,33.8,26.4,32.6
2018,7,6,0,29,27,34.6,1499.3621,,,2017,7,6,29,27,34.6
2018,7,7,1,30,26.5,28.4,1321.01977,,,2017,7,7,30,26.5,28.4
2018,7,8,1,30.4,28.1,27.6,1229.67932,,,2017,7,8,30.4,28.1,27.6
2018,7,9,0,32.3,28.8,30.3,1424.78978,,,2017,7,9,32.3,28.8,30.3
2018,7,10,0,29.3,26.4,25.4,1530.09283,,,2017,7,10,29.3,26.4,25.4
2018,7,11,0,31.3,27,30.9,1592.81108,,,2017,7,11,31.3,27,30.9
2018,7,12,0,34.2,30.4,31.1,1631.96288,,,2017,7,12,34.2,30.4,31.1
2018,7,13,0,34.3,28.4,32.1,1634.36286,,,2017,7,13,34.3,28.4,32.1
2018,7,14,1,32.7,29.6,33,1484.60974,,,2017,7,14,32.7,29.6,33
2018,7,15,1,27.3,30.1,27.3,1415.28071,,,2017,7,15,27.3,30.1,27.3
2018,7,16,0,32.4,30.9,28.8,1657.23052,,,2017,7,16,32.4,30.9,28.8
2018,7,17,0,30.7,30.8,29,1691.98513,,,2017,7,17,30.7,30.8,29
2018,7,18,0,28.5,29.5,30.7,1703.77117,,,2017,7,18,28.5,29.5,30.7
2018,7,19,0,33.7,31.2,34.1,1711.66715,,,2017,7,19,33.7,31.2,34.1
2018,7,20,0,34.5,29.5,34.9,1719.28207,,,2017,7,20,34.5,29.5,34.9
2018,7,21,1,35.4,30.8,32.4,1582.50285,,,2017,7,21,35.4,30.8,32.4
2018,7,22,1,33.5,32.7,32.5,1498.8885,,,2017,7,22,33.5,32.7,32.5
2018,7,23,0,32,30.8,28.1,1729.56924,,,2017,7,23,32,30.8,28.1
2018,7,24,0,34.4,31.1,27.3,1798.27203,,,2017,7,24,34.4,31.1,27.3
2018,7,25,0,33.7,29.4,35.4,1785.90025,,,2017,7,25,33.7,29.4,35.4
2018,7,26,0,33,30.6,32.8,1787.45325,,,2017,7,26,33,30.6,32.8
2018,7,27,0,35.4,29.5,29.7,1791.24423,,,2017,7,27,35.4,29.5,29.7
2018,7,28,1,33.3,29.6,26.9,1591.41486,,,2017,7,28,33.3,29.6,26.9
2018,7,29,1,33.6,29.2,30.1,1485.12097,,,2017,7,29,33.6,29.2,30.1
2018,7,30,0,31.2,30.1,32.6,1612.08485,,,2017,7,30,31.2,30.1,32.6
2018,7,31,0,29.5,30.6,27.1,1640.66445,,,2017,7,31,29.5,30.6,27.1
2018,8,1,0,34,31.5,33,1639.53096,,,2017,8,1,34,31.5,33
2018,8,2,0,34,30.8,33,1647.29117,,,2017,8,2,34,30.8,33
2018,8,3,0,33.5,31.8,33.9,1649.04428,,,2017,8,3,33.5,31.8,33.9
2018,8,4,1,35.1,34,35.3,1541.34761,,,2017,8,4,35.1,34,35.3
2018,8,5,1,36.9,35.3,34.8,1517.97761,,,2017,8,5,36.9,35.3,34.8
2018,8,6,0,37.3,36.2,34,1719.88499,,,2017,8,6,37.3,36.2,34
2018,8,7,0,35,35,34.4,1751.11131,,,2017,8,7,35,35,34.4
2018,8,8,0,32.7,34.2,31,1755.67362,,,2017,8,8,32.7,34.2,31
2018,8,9,0,32,29.1,32,1748.75085,,,2017,8,9,32,29.1,32
2018,8,10,0,33.9,33.1,26.3,1744.72431,,,2017,8,10,33.9,33.1,26.3
2018,8,11,1,33.9,30.7,32.4,1563.30424,,,2017,8,11,33.9,30.7,32.4
2018,8,12,1,31.5,30.7,32.6,1481.81031,,,2017,8,12,31.5,30.7,32.6
2018,8,13,0,26.4,29.3,28.4,1746.22351,,,2017,8,13,26.4,29.3,28.4
2018,8,14,0,27.2,24.7,27.1,1797.76507,,,2017,8,14,27.2,24.7,27.1
2018,8,15,1,27.3,27.7,24,1693.84519,,,2017,8,15,27.3,27.7,24
2018,8,16,0,30.8,27.8,26.8,1724.18484,,,2017,8,16,30.8,27.8,26.8
2018,8,17,0,30.6,28.7,27.7,1597.29148,,,2017,8,17,30.6,28.7,27.7
2018,8,18,1,31,29.2,30.6,1410.00882,,,2017,8,18,31,29.2,30.6
2018,8,19,1,29.6,28.9,28.7,1341.13017,,,2017,8,19,29.6,28.9,28.7
2018,8,20,0,31.1,29.1,25.8,1610.22403,,,2017,8,20,31.1,29.1,25.8
2018,8,21,0,29.7,29.5,29.2,1650.82351,,,2017,8,21,29.7,29.5,29.2
2018,8,22,0,31.8,29.2,31.5,1706.4571,,,2017,8,22,31.8,29.2,31.5
2018,8,23,0,33.6,31.7,30.2,1689.7824,,,2017,8,23,33.6,31.7,30.2
2018,8,24,0,32.5,32.9,28.1,1612.05396,,,2017,8,24,32.5,32.9,28.1
2018,8,25,1,32.9,29.7,30.6,1434.81642,,,2017,8,25,32.9,29.7,30.6
2018,8,26,1,30.6,30.1,29.2,1308.83458,,,2017,8,26,30.6,30.1,29.2
2018,8,27,0,31.2,29.4,26.7,1524.6715,,,2017,8,27,31.2,29.4,26.7
2018,8,28,0,29.8,29.5,26.5,1599.34008,,,2017,8,28,29.8,29.5,26.5
2018,8,29,0,28.8,28.9,24,1610.31957,,,2017,8,29,28.8,28.9,24
2018,8,30,0,25.3,28.8,23.9,1635.76408,,,2017,8,30,25.3,28.8,23.9
2018,8,31,0,28.8,28.5,27.6,1579.03184,,,2017,8,31,28.8,28.5,27.6
2018,9,1,1,29.7,28.5,29.7,1397.72648,,,2017,9,1,29.7,28.5,29.7
2018,9,2,1,26.9,27.5,29.6,1282.62447,,,2017,9,2,26.9,27.5,29.6
2018,9,3,0,28.8,27.8,29.2,1535.39729,,,2017,9,3,28.8,27.8,29.2
2018,9,4,0,27.6,28,30.1,1540.96162,,,2017,9,4,27.6,28,30.1
2018,9,5,0,22.6,26.4,23.7,1520.07174,,,2017,9,5,22.6,26.4,23.7
2018,9,6,0,25.3,25.6,24,1540.54764,,,2017,9,6,25.3,25.6,24
2018,9,7,0,27.3,24.5,27.5,1498.58228,,,2017,9,7,27.3,24.5,27.5
2018,9,8,1,29,28.9,29.9,1324.73806,,,2017,9,8,29,28.9,29.9
2018,9,9,1,29.8,29.7,28.2,1223.52282,,,2017,9,9,29.8,29.7,28.2
2018,9,10,0,29.5,28.2,26.1,1426.17389,,,2017,9,10,29.5,28.2,26.1
2018,9,11,0,24.1,25.7,24.6,1461.11571,,,2017,9,11,24.1,25.7,24.6
2018,9,12,0,28.9,28.6,27.9,1473.24472,,,2017,9,12,28.9,28.6,27.9
2018,9,13,0,28.9,27.8,27.5,1505.05198,,,2017,9,13,28.9,27.8,27.5
2018,9,14,0,29,27.3,29.5,1503.31453,,,2017,9,14,29,27.3,29.5
2018,9,15,1,26.7,24.3,27.9,1381.20542,,,2017,9,15,26.7,24.3,27.9
2018,9,16,1,26.8,24.4,27.6,1287.8882,,,2017,9,16,26.8,24.4,27.6
2018,9,17,0,29.5,24.2,29.2,1449.82288,,,2017,9,17,29.5,24.2,29.2
2018,9,18,0,28.6,26.8,27.6,1479.50256,,,2017,9,18,28.6,26.8,27.6
2018,9,19,0,28.5,26.7,25.8,1481.08435,,,2017,9,19,28.5,26.7,25.8
2018,9,20,0,24.8,26,24.9,1472.46839,,,2017,9,20,24.8,26,24.9
2018,9,21,0,26.9,25.6,27,1435.22374,,,2017,9,21,26.9,25.6,27
2018,9,22,1,27.8,26.6,26.8,1238.1322,,,2017,9,22,27.8,26.6,26.8
2018,9,23,1,27.3,26.5,27.3,1093.55853,,,2017,9,23,27.3,26.5,27.3
2018,9,24,1,29.4,27.6,27.9,1007.95358,,,2017,9,24,29.4,27.6,27.9
2018,9,25,1,31.1,28.1,30.1,1040.85738,,,2017,9,25,31.1,28.1,30.1
2018,9,26,1,30.6,27,31.4,1127.34273,,,2017,9,26,30.6,27,31.4
2018,9,27,0,24.3,22,27.3,1316.7058,,,2017,9,27,24.3,22,27.3
2018,9,28,0,26,25.3,25.3,1385.66553,,,2017,9,28,26,25.3,25.3
2018,9,29,1,22.7,23.3,23.5,1289.83811,,,2017,9,29,22.7,23.3,23.5
2018,9,30,1,28.8,25.6,25.9,1197.84261,,,2017,9,30,28.8,25.6,25.9
2018,10,1,0,19.7,23.2,21.2,1351.27804,,,2017,10,1,19.7,23.2,21.2
2018,10,2,0,24.1,25.7,29.4,1379.8979,,,2017,10,2,24.1,25.7,29.4
2018,10,3,1,25.7,25.3,23.6,1320.15464,,,2017,10,3,25.7,25.3,23.6
2018,10,4,0,24.9,23.5,24.3,1397.97746,,,2017,10,4,24.9,23.5,24.3
2018,10,5,0,21.3,22.4,23.4,1425.65487,,,2017,10,5,21.3,22.4,23.4
2018,10,6,1,18.1,21.4,23.3,1301.03701,,,2017,10,6,18.1,21.4,23.3
2018,10,7,1,25.2,25.4,28.8,1190.77364,,,2017,10,7,25.2,25.4,28.8
2018,10,8,0,28.2,26.4,28.7,1336.40246,,,2017,10,8,28.2,26.4,28.7
2018,10,9,1,29.5,26.9,27.6,1345.52309,,,2017,10,9,29.5,26.9,27.6
2018,10,10,0,28.4,28.7,24.8,1394.36984,,,2017,10,10,28.4,28.7,24.8
2018,10,11,0,22.4,26.2,21.7,1404.81177,,,2017,10,11,22.4,26.2,21.7
2018,10,12,0,15.2,20.3,13.8,1409.79442,,,2017,10,12,15.2,20.3,13.8
2018,10,13,1,20,22,18.9,1269.27291,,,2017,10,13,20,22,18.9
2018,10,14,1,23,22,20,1188.93925,,,2017,10,14,23,22,20
2018,10,15,0,19,17.3,23,1369.30052,,,2017,10,15,19,17.3,23
2018,10,16,0,20.6,20.2,22,1424.88416,,,2017,10,16,20.6,20.2,22
2018,10,17,0,22.9,21.8,23.9,1411.96333,,,2017,10,17,22.9,21.8,23.9
2018,10,18,0,19.9,18.7,19.1,1416.80713,,,2017,10,18,19.9,18.7,19.1
2018,10,19,0,22.4,22.2,23.2,1403.93835,,,2017,10,19,22.4,22.2,23.2
2018,10,20,1,24.1,22.8,24.2,1277.62865,,,2017,10,20,24.1,22.8,24.2
2018,10,21,1,24.4,22.6,25.2,1201.20122,,,2017,10,21,24.4,22.6,25.2
2018,10,22,0,24.2,21.9,23.5,1381.51048,,,2017,10,22,24.2,21.9,23.5
2018,10,23,0,20.9,20.1,20.6,1429.17636,,,2017,10,23,20.9,20.1,20.6
2018,10,24,0,20.9,19.9,20.9,1407.52897,,,2017,10,24,20.9,19.9,20.9
2018,10,25,0,21,20.8,20.6,1413.73534,,,2017,10,25,21,20.8,20.6
2018,10,26,0,21.8,21,18.1,1435.49993,,,2017,10,26,21.8,21,18.1
2018,10,27,1,22,22.7,24.2,1291.81043,,,2017,10,27,22,22.7,24.2
2018,10,28,1,24.9,20.7,24.8,1208.55085,,,2017,10,28,24.9,20.7,24.8
2018,10,29,0,18.7,23.7,17.2,1405.36062,,,2017,10,29,18.7,23.7,17.2
2018,10,30,0,14.5,17.2,13.2,1460.02165,,,2017,10,30,14.5,17.2,13.2
2018,10,31,0,18.1,19.4,16,1462.69493,,,2017,10,31,18.1,19.4,16
2018,11,1,0,19.5,21.6,18.1,1460.24496,,,2017,11,1,19.5,21.6,18.1
2018,11,2,0,19,21.5,18,1446.51984,,,2017,11,2,19,21.5,18
2018,11,3,1,16.5,23.2,16.6,1312.88511,,,2017,11,3,16.5,23.2,16.6
2018,11,4,1,14.4,16.3,13.7,1224.68647,,,2017,11,4,14.4,16.3,13.7
2018,11,5,0,16.7,18.1,15.4,1406.457,,,2017,11,5,16.7,18.1,15.4
2018,11,6,0,19.2,19.4,16.5,1458.08779,,,2017,11,6,19.2,19.4,16.5
2018,11,7,0,21.3,19.7,18.4,1470.13965,,,2017,11,7,21.3,19.7,18.4
2018,11,8,0,19.9,23.6,17.2,1485.36985,,,2017,11,8,19.9,23.6,17.2
2018,11,9,0,20,20.3,16.8,1454.62241,,,2017,11,9,20,20.3,16.8
2018,11,10,1,21.2,21.1,15.9,1310.43428,,,2017,11,10,21.2,21.1,15.9
2018,11,11,1,12.8,15.2,10.7,1242.08226,,,2017,11,11,12.8,15.2,10.7
2018,11,12,0,15.7,17.7,11.4,1417.25989,,,2017,11,12,15.7,17.7,11.4
2018,11,13,0,15.2,18.2,11.8,1467.08472,,,2017,11,13,15.2,18.2,11.8
2018,11,14,0,16,18.4,11.4,1472.94361,,,2017,11,14,16,18.4,11.4
2018,11,15,0,12.3,14.8,6.5,1479.27275,,,2017,11,15,12.3,14.8,6.5
2018,11,16,0,12.1,12.3,6.4,1483.96428,,,2017,11,16,12.1,12.3,6.4
2018,11,17,1,14.5,15.7,5.8,1340.12161,,,2017,11,17,14.5,15.7,5.8
2018,11,18,1,10.8,11.6,2.6,1280.54526,,,2017,11,18,10.8,11.6,2.6
2018,11,19,0,8,7.3,3.5,1471.95541,,,2017,11,19,8,7.3,3.5
2018,11,20,0,10.8,11.1,4.2,1524.94425,,,2017,11,20,10.8,11.1,4.2
2018,11,21,0,11.4,12.8,8.1,1550.72427,,,2017,11,21,11.4,12.8,8.1
2018,11,22,0,13,12.7,10.8,1555.85522,,,2017,11,22,13,12.7,10.8
2018,11,23,0,8.5,10.4,4.7,1568.50344,,,2017,11,23,8.5,10.4,4.7
2018,11,24,1,10.6,11,2.9,1433.04514,,,2017,11,24,10.6,11,2.9
2018,11,25,1,13.7,11.6,7.3,1301.5489,,,2017,11,25,13.7,11.6,7.3
2018,11,26,0,16.3,16.8,7.6,1514.30618,,,2017,11,26,16.3,16.8,7.6
2018,11,27,0,12.5,17.3,9.5,1548.2057,,,2017,11,27,12.5,17.3,9.5
2018,11,28,0,15.3,19.8,11.2,1555.04375,,,2017,11,28,15.3,19.8,11.2
2018,11,29,0,11.9,17.2,8.1,1583.32207,,,2017,11,29,11.9,17.2,8.1
2018,11,30,0,8.1,11.1,2.7,1563.78533,,,2017,11,30,8.1,11.1,2.7
2018,12,1,1,6.8,7.9,3.1,1399.36093,,,2017,12,1,6.8,7.9,3.1
2018,12,2,1,8.1,10.7,8.1,1307.2938,,,2017,12,2,8.1,10.7,8.1
2018,12,3,0,13.6,14.5,8.1,1506.58696,,,2017,12,3,13.6,14.5,8.1
2018,12,4,0,6.7,11.6,4.5,1544.33479,,,2017,12,4,6.7,11.6,4.5
2018,12,5,0,4,4.8,-0.4,1594.16094,,,2017,12,5,4,4.8,-0.4
2018,12,6,0,9.5,9.8,6,1601.36189,,,2017,12,6,9.5,9.8,6
2018,12,7,0,8.5,11.6,4.6,1692.90954,,,2017,12,7,8.5,11.6,4.6
2018,12,8,1,4,5.6,0,1550.50512,,,2017,12,8,4,5.6,0
2018,12,9,1,5.4,8.5,5.4,1456.43592,,,2017,12,9,5.4,8.5,5.4
2018,12,10,0,9.6,10.8,6.7,1686.64101,,,2017,12,10,9.6,10.8,6.7
2018,12,11,0,4.2,5.7,-2.5,1740.0125,,,2017,12,11,4.2,5.7,-2.5
2018,12,12,0,1.1,1.6,-5.2,1713.40561,,,2017,12,12,1.1,1.6,-5.2
2018,12,13,0,1.6,4.5,-4.4,1730.05319,,,2017,12,13,1.6,4.5,-4.4
2018,12,14,0,4.7,9.8,-1.9,1725.97337,,,2017,12,14,4.7,9.8,-1.9
2018,12,15,1,7.1,9.9,0.9,1540.80111,,,2017,12,15,7.1,9.9,0.9
2018,12,16,1,3.2,5.4,-2.6,1441.07303,,,2017,12,16,3.2,5.4,-2.6
2018,12,17,0,2.2,2.8,-2.3,1648.95351,,,2017,12,17,2.2,2.8,-2.3
2018,12,18,0,7.4,7.5,3.3,1678.69657,,,2017,12,18,7.4,7.5,3.3
2018,12,19,0,3.9,7.6,-1,1649.82415,,,2017,12,19,3.9,7.6,-1
2018,12,20,0,7,8.2,-0.1,1650.54106,,,2017,12,20,7,8.2,-0.1
2018,12,21,0,7,9.8,4.6,1629.69311,,,2017,12,21,7,9.8,4.6
2018,12,22,1,9.4,10.6,6.6,1439.45389,,,2017,12,22,9.4,10.6,6.6
2018,12,23,1,13,13.4,8.7,1349.34601,,,2017,12,23,13,13.4,8.7
2018,12,24,0,12.2,13.4,5.7,1582.99044,,,2017,12,24,12.2,13.4,5.7
2018,12,25,1,4.6,7.5,0.6,1498.90518,,,2017,12,25,4.6,7.5,0.6
2018,12,26,0,6.4,8.9,-1.1,1635.80322,,,2017,12,26,6.4,8.9,-1.1
2018,12,27,0,2.7,3.7,-2.6,1739.94549,,,2017,12,27,2.7,3.7,-2.6
2018,12,28,0,5.7,6.2,0.8,1757.28987,,,2017,12,28,5.7,6.2,0.8
2018,12,29,1,8.3,11.4,6,1560.37522,,,2017,12,29,8.3,11.4,6
2018,12,30,1,8,12.6,4.5,1458.56819,,,2017,12,30,8,12.6,4.5
2018,12,31,0,7.7,9.3,3.3,1552.51832,,,2017,12,31,7.7,9.3,3.3
